STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
|||382-4657|9.0|9.0|||||||||9100.0||-250.0|-75.0|||0
OH|10700.0|9.0|371-7191|||1300.0|||2747.0|||16.62||-2575.0|||-75.0|3.7||0
|6850.0||358-1921|0.0|9.0|-0.0|12170.0|2850.0|||-2750.0||-4065.0|5200.0||-305.0|5.0|82.25||0
||408.0|375-9999|9.0|||-7484.999999999999|||6190.0||5.26||||||1.78||0
||9.0|330-6626|9.0|||166.7|||148.3|-3050.0||||-210.25|505.0||136.5|75.0|0
9|5900.0||391-8027|9.0|9.0||||1898.9999999999998|||18.75|||||-150.0|||0
9|3025.0||355-9993|||-600.0|218.2||927.2500000000001|348.5|10800.0|29.62|-5315.0|11800.0||375.0|-175.0|2.03||0
9|||329-9001|1.0|||3925.0|79.0|-667.25||||21180.0||952.9999999999999|355.0|||0.0|0
|-2925.0|9.0|335-4719||9.0||184.5||||-2000.0|||9000.0||8.7||||0
9|||330-8173||1.0|37.0||||||||97.0||||||0
9|65.0||329-6603|9.0|9.0|0.0|||-548.75|11425.0|8300.0||208.8||9.4|12.7|150.0|||1
RI|||344-9403|0.0||0.0||||-4085.0||||9400.0|8.82|9.1|||0.0|0
IA||9.0|363-1107|0.0|||||||||||-158.75||2.0|75.5||0
MT||9.0|394-8006|9.0||||8800.0||||2105.0|9615.0|||||-83.0||0
|||366-9238|0.0||||70.0|20.52||76.0||203.0||-228.5|13.1||3.54||0
NY|161.0||351-7269|0.0|9.0||-8322.5|||||||128.0|7.23|||146.0||1
9|4250.0||350-8884|||||13900.0|||||8930.0|3750.0||345.0||-93.25||0
||510.0|386-2923|9.0|0.0||||||2775.0||6480.0|121.0||||||0
|-1900.0||356-2992|9.0|1.0||9485.0|3300.0|-806.25||3250.0||165.7||||5.0|2.7||0
||9.0|373-2782|9.0||-0.0|224.4||||88.0|678.0||-1850.0|434.0||50.0|3.51|50.0|0
FL|147.0||396-5800||||-3877.5||2637.0||||||235.0||||0.0|0
9|||393-7984|||0.0|62.4||-265.25|169.9|121.0|361.0|5240.0|64.0|943.0|-142.5|-150.0|154.0||1
|130.0|9.0|358-1958|||||11200.0|777.75||||-4545.0||8.18|-237.5||257.0||0
9||415.0|350-2565|9.0||||||137.3||11.67||-2625.0|||||2.0|0
|||343-4696|||0.0||4300.0|||72.0|||5750.0||10.3|||0.0|0
|||331-3698||9.0|0.0|124.3|76.0|-528.25||||||11.28|||104.75000000000001||0
|||357-3817||9.0||||905.25||||4567.5|5750.0||||2.57||0
|||418-6412|0.0||-0.0|134.3|||7775.0|10000.0||102.1|3400.0|||100.0||-75.0|0
9|20.0|9.0|353-2630||9.0|||10900.0||6455.0|8400.0|||2550.0|8.17|||||0
HI|2450.0||410-7789||||||1014.0|||||90.0|||1.0|||0
9|142.0|9.0|416-8428|||||95.0|14.42|||||||||3.83||0
NH||510.0|370-3359|0.0||||105.0||||17.13||||-257.5|250.0||-25.0|0
|||383-1121||9.0|||-3025.0||-780.0||||1950.0||1260.0|500.0||3.0|0
AZ|||360-1596|9.0||||||12620.0|||280.2|||||||1
9|57.0||395-2854|9.0|9.0|1250.0||||9750.0|75.0|828.9999999999999|213.5|-2900.0|961.0||||0.0|0
||9.0|362-1407|9.0|||||935.0||||152.8|3550.0|6.88|||198.5||0
|1800.0|9.0|341-9764|||750.0||-3200.0|||4000.0||||||-150.0|3.92|0.0|0
|7800.0||353-3305||0.0|||64.0|22.24|5592.5||950.5000000000001||-2700.0|-256.25|1000.0||67.5|-25.0|0
