STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
|128.0|415.0|382-4657|0.0|1.0|1250.0|-6627.500000000001|110.0||4935.0|99.0|16.78|244.7||11.01|10.0|3.0|2.7||0
9|107.0|415.0|371-7191|0.0|1.0|26.0||-3075.0|27.47|195.5||-415.5|254.4|103.0||13.7|75.0|3.7|1.0|0
NJ|137.0||358-1921|0.0|0.0||243.4||41.38||110.0||162.6|104.0|7.32|||82.25||0
OH|2100.0|408.0|375-9999|1.0|0.0|-0.0|299.4|7100.0|50.9|61.9|88.0|5.26|196.9|-2225.0|8.86|6.6|7.0|1.78|2.0|0
9|75.0|415.0|330-6626|1.0|9.0|0.0|166.7|113.0|28.34|148.3|122.0|12.61|186.9|121.0|8.41||3.0|2.73|3.0|0
AL|-2950.0|510.0|391-8027|9.0|0.0|0.0|223.4|4900.0||11030.0|-2525.0|||118.0|9.18||6.0|1.7|0.0|0
|121.0||355-9993|0.0|9.0|24.0|218.2|-2200.0|927.2500000000001|348.5|108.0||212.6||9.57|7.5|7.0|2.03||0
MO|7350.0|9.0|329-9001|||0.0|157.0|79.0|26.69|103.1||8.76|211.8|96.0|||600.0|1.92|0.0|0
LA|117.0|408.0|335-4719|0.0||||97.0|||80.0|29.89|215.8|90.0|-242.75000000000003||-100.0|235.0|1.0|0
|141.0|415.0|330-8173|1.0|1.0|37.0|25860.000000000004|84.0|43.96|222.0|111.0||326.4|97.0|14.69|11.2|5.0||0.0|0
9|65.0|9.0|329-6603|9.0|0.0|0.0|3227.5|137.0|||83.0|19.42|208.8|111.0|9.4|12.7|6.0|85.75|4.0|1
|74.0|415.0|344-9403|0.0||0.0||3175.0||||13.89|-4900.0|94.0|8.82|9.1||2.46|0.0|0
IA|168.0|9.0|363-1107||0.0|0.0|128.8|96.0|-547.5|104.9|1775.0|8.92|-3527.5|128.0|-158.75|11.2||3.02|1.0|0
MT|95.0|510.0|394-8006||9.0|0.0|156.6|||247.6|75.0|2105.0|||8.65||5.0|3.32|3.0|0
9|1550.0|415.0|366-9238||9.0|0.0|120.7|70.0||307.2|76.0|26.11|203.0|99.0|9.14|13.1|-150.0|3.54||0
|161.0||351-7269|9.0|0.0|0.0|-8322.5|67.0|56.59||97.0|27.01|160.6|128.0|7.23|5.4|9.0||4.0|1
ID|85.0|408.0|350-8884|0.0|1.0|27.0||139.0|33.39|280.9|90.0|23.88|89.3|75.0|100.49999999999999|13.8|4.0|3.73|1.0|0
VT|||386-2923||9.0|0.0|190.7|114.0|32.42||111.0|18.55|129.6|12100.0|-145.75|8.1|300.0|2.19|3.0|0
9||510.0|356-2992|0.0|1.0|33.0|189.7|1650.0||212.8||18.09|165.7|108.0|7.46|-250.0|5.0|270.0|1.0|0
TX|73.0|9.0|373-2782|9.0|0.0|0.0|11220.0||-953.75|159.5|88.0|13.56|192.8|74.0|8.68|650.0|2.0||25.0|0
