STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
KS|128.0|415.0|382-4657||1.0|-625.0||||19740.0|9900.0|16.78||91.0|11.01||3.0|||0
|107.0||371-7191||9.0|||||4887.5||16.62||103.0||342.5||3.7|50.0|0
||415.0|358-1921||0.0|0.0|24340.0|114.0||6060.0|11000.0|||104.0||-305.0||3.29|0.0|0
|||375-9999|||0.0|299.4|||||||||6.6||1.78||0
OK|3750.0||330-6626||9.0|0.0|166.7||28.34||122.0||18690.0|121.0||||68.25||0
9||9.0|391-8027||0.0|-0.0||98.0||220.6||18.75|203.9||9.18||6.0|1.7|0.0|0
9||9.0|355-9993|0.0|1.0||218.2|8800.0|||108.0|||||7.5||2.03||0
|147.0|415.0|329-9001|1.0||0.0|||667.25|103.1|9400.0||5295.0||9.53|7.1|300.0|96.0|0.0|0
LA|117.0||335-4719|9.0|9.0|-0.0|184.5|||-8790.0|||215.8|||||||0
WV|14100.0||330-8173|1.0|9.0||258.6||||11100.0|471.75|16319.999999999998||734.5|11.2|5.0||0.0|0
|65.0||329-6603||9.0|||-3425.0|1097.5||83.0|19.42|||470.0||6.0||-100.0|1
RI|-1850.0||344-9403|0.0||0.0|||31.91|16340.0||||||||2.46||0
9|168.0||363-1107|0.0||0.0|-3220.0000000000005||21.9|2622.5|71.0||141.1|||1120.0|100.0|3.02|1.0|0
||9.0|394-8006||0.0||||26.62|||21.05|192.3|||12.3||3.32||0
IA|||366-9238|0.0|0.0|-0.0||||-7680.0|76.0||20300.0||||6.0|3.54|4.0|0
NY||9.0|351-7269|9.0|9.0|0.0|||56.59|317.8|97.0||-4015.0||7.23|-135.0|||-100.0|1
|85.0|408.0|350-8884||1.0|27.0|19640.0|||280.9|90.0|23.88|89.3|75.0|||200.0|||0
|93.0|9.0|386-2923|0.0|9.0|||114.0||218.2||||121.0|5.83||3.0|||0
9|||356-2992|0.0|||189.7|3300.0|32.25|10640.0|1625.0|18.09||108.0|7.46|-250.0||2.7|1.0|0
9|73.0|415.0|373-2782||||224.4|90.0|38.15||8800.0|13.56|192.8|1850.0|-217.0|1300.0|2.0|3.51||0
|14700.0||396-5800|9.0|0.0|0.0||5850.0||239.7|||10440.0||9.4|530.0||||0
|77.0||393-7984|0.0|9.0|||89.0|10.61|169.9|-3025.0|361.0|20960.0||-235.75|5.7|||125.0|1
|||358-1958|||||2800.0|-777.75|1822.5000000000002|||18180.0|||9.5|950.0|64.25||0
9|111.0|9.0|350-2565||9.0|0.0|110.4|103.0|18.77|137.3|102.0|11.67||105.0|8.53|770.0|6.0||-50.0|0
VA|||343-4696|0.0|0.0||81.1|86.0|1379.0||72.0||237.0||10.67|10.3|100.0|2.78|0.0|0
|174.0|9.0|331-3698|9.0|||124.3|76.0|1056.5|277.1||1177.5|250.7||||5.0|209.50000000000003|3.0|0
9|57.0|408.0|357-3817|0.0|9.0|1950.0||115.0|-905.25|19110.0|2800.0||182.7|115.0|8.22||||0.0|0
MT|||418-6412|9.0|||6715.000000000001|73.0|22.83|-3887.5|100.0|13.22|102.1|-1700.0||14.7|4.0|198.5|150.0|0
MO|2000.0|415.0|353-2630||9.0|0.0|9500.0||1614.9999999999998|258.2|84.0|2195.0|-4537.5|||315.0|150.0|1.7|0.0|0
9|||410-7789|||0.0|5965.0||||109.0|914.0||||11.1||3.0|1.0|0
9|14200.0|415.0|416-8428|9.0|0.0||84.8||14.42||1575.0||||-281.75||6.0|3.83||0
|3750.0||370-3359|0.0|0.0|0.0||105.0||201.5||17.13|24620.0|-2450.0|11.08||5.0||1.0|0
LA||408.0|383-1121|0.0|||212.0|121.0|3604.0|31.2|5750.0|2.65||78.0||12.6|500.0|||0
AZ|600.0||360-1596|0.0|9.0||||4243.0||||14010.0|90.0|12.61||-75.0|-79.75|1.0|1
|57.0|9.0|395-2854|9.0|1.0|||94.0|30.06|||-414.49999999999994|10675.0|116.0|9.61|8.3||2.24|0.0|0
9||415.0|362-1407||9.0|1850.0||80.0||217.3||461.75|152.8|71.0|-172.0|14.7|||3.0|0
9||408.0|341-9764|9.0|||||||80.0||129.3|-2725.0|5.82|1450.0|6.0|98.0|-0.0|0
9|1950.0|415.0|353-3305|0.0|0.0||6540.000000000001|64.0|22.24|223.7|-2900.0|||||10.0|5.0|2.7|100.0|0
9|13600.0|415.0|402-1381|9.0|1.0|825.0|20390.0||34.66|187.6||-398.75||107.0||10.5||71.0||0
9|149.0||332-9891|9.0|9.0|-0.0|||1193.5||92.0|23.1||2700.0||-277.5||3.0||0
|98.0|408.0|372-9976|||||102.0||166.8|85.0|14.18|187.8|13500.0|8.45|-235.0|100.0||3.0|0
|135.0|408.0|383-6029||1.0||173.1|8500.0|||107.0|433.24999999999994|122.2|78.0|5.5|1460.0|750.0|3.94||1
|34.0|9.0|353-7289|9.0|0.0||||21.22||9800.0|23.99|7787.5|78.0|14.02|||2.7|2.0|0
||415.0|390-7274|9.0|9.0||2145.0||||||178.5|2300.0|||4.0|2.48||0
9||510.0|352-1237||0.0|||3350.0||5645.0||-479.75000000000006||86.0||3.5|150.0|0.95|1.0|0
OR|||353-3061|0.0|||||20.55|||18.11|163.1|-2900.0|7.34|8.5|5.0||-50.0|0
|65.0|415.0|363-5450|0.0|9.0|0.0||120.0|35.92|162.6|||134.7|||13.2|250.0||3.0|0
|||364-1995|9.0||0.0|187.0||31.79|3365.0||11.44||||7.4|5.0|2.0||0
|119.0|415.0|398-1294||0.0|0.0|||2705.0|231.3||19.66|143.2|91.0|6.44||300.0|238.0|5.0|1
WY|97.0|415.0|405-7146|0.0||1200.0|133.2|135.0||||18.46|7059.999999999999|79.0|3.18|-275.0||-74.25||0
IA|||413-4957||9.0||4797.5||32.62|26980.0|4800.0|573.25|236.8|-2175.0|10.66|780.0|5.0||3.0|0
|60.0||420-5645|9.0|0.0||-5515.0|57.0|37.5|21110.0|115.0|17.94|249.0|129.0||680.0|-75.0||100.0|0
VA|-250.0||349-4396||9.0|||5600.0|31.64||-1650.0|||5700.0|636.5||-150.0||50.0|0
|96.0|415.0|404-3211|||0.0|160.2|11700.0||267.5|1675.0|22.74|11425.0|68.0|||5.0|2.51|2.0|0
WY|||353-3759|9.0|0.0|0.0|3775.0|83.0|25.67|||466.75000000000006||127.0||969.9999999999999|3.0|||1
|||363-5947|0.0||-0.0|-4387.5||29.84|||21.19||||10.2|3.0|2.75|1.0|0
CO||415.0|340-5121|9.0|9.0|0.0||-2450.0|-539.25||62.0|-382.5|140.8||6.34|8.0||2.16|1.0|0
9|121.0||370-7574|9.0|9.0|30.0||129.0||7530.0||6.4|9060.0|||5.8||||1
WI|68.0|415.0|403-9733||0.0|0.0|148.8|||-6162.5|164.0||129.8||5.84||3.0||150.0|0
OK||9.0|355-7251|0.0||0.0|229.3||38.98|||15.08||95.0|-213.0|600.0|8.0||1.0|0
ID|4350.0|9.0|359-5893|9.0|0.0|0.0|9605.0||32.66|169.9|||||750.0|11.4|200.0|||0
CA|116.0||405-3371|0.0|1.0|34.0|268.6|||8910.0||757.5||106.0|7.48||3.0|3.13|50.0|0
||9.0|344-5117|9.0|||193.7|2275.0|||96.0||138.0||6.21||3.0|98.5|-50.0|0
SD|||332-8160|0.0|||9035.0|92.0||4695.0||15.96|265.5||-298.75||||3.0|0
|38.0|408.0|359-4081|9.0||0.0||98.0||||||106.0||204.99999999999997|6.0|2.21||0
||415.0|352-8305|9.0|1.0|||1850.0||169.5||14.41||2550.0|240.75000000000003||250.0|41.75|100.0|0
||415.0|329-9847||0.0|-0.0|-6287.5|-2625.0|42.76|5320.0|-2600.0|904.5|157.8|1675.0||-232.50000000000003||62.74999999999999|0.0|0
|-2825.0||365-9011||0.0|0.0|||1064.0||119.0|17.54|||291.0||||0.0|0
UT||9.0|338-9472||0.0||||35.97|21690.0|2000.0|922.0000000000001|153.5|60.0|345.5||50.0||1.0|0
9|150.0||374-8042||0.0|0.0|178.9|101.0|760.25|4227.5|110.0||148.6|||13.8||||1
9|138.0|9.0|359-1231|||0.0|-6045.0|93.0||170.5|83.0|14.49|295.3||664.5|590.0|350.0|3.19|3.0|0
|8100.0|510.0|413-7170|||1150.0|224.9||-955.7499999999999|188.2|84.0||254.6||||||0.0|0
||510.0|415-2935||0.0||248.6||42.26|148.9||-316.5||109.0|7.76||-100.0|||0
|-2250.0||399-4246|0.0||0.0|5085.0||34.58|11335.0|117.0|19.27|152.4||6.86|7.3||1.97|1.0|0
9|85.0||362-5889|9.0|0.0|0.0|235.8|109.0||157.2|||188.2||423.50000000000006||-75.0|3.24|0.0|0
9|5000.0|9.0|350-8921|||-0.0||90.0||11165.0|72.0|18.98|||||200.0|||0
|82.0|415.0|374-5353|0.0|0.0|0.0|300.3|2725.0|51.05||100.0|||7300.0|||||0.0|1
||9.0|360-1171|9.0||0.0|61.6||||2125.0||4325.0|4950.0||8.2|700.0|221.0|4.0|1
|||355-8887|0.0|9.0||214.1||-910.0|-4110.0||349.25|177.5|113.0|7.99||3.0|2.21||0
9|-1750.0|9.0|333-1967|0.0|9.0||||-723.25|155.2|10200.0|-329.75|228.6|3800.0||||4.05|1.0|0
|144.0||354-4577|0.0||0.0|201.1||||7400.0|-645.0|224.0|-2975.0|10.08|13.2|200.0|3.56||0
||9.0|331-7425||0.0||5385.0||-915.4999999999999|204.8|79.0|17.41||109.0|12.53|12.6||85.0||0
CO|55.0||419-2637|9.0|||165.6|12300.0|-703.75||95.0|||||275.0||2.97|300.0|0
||415.0|411-1530|0.0|1.0|600.0|249.5||2121.0|25970.0|98.0|-551.75|222.7|1700.0|10.02|9.8||2.65|100.0|0
TX|||395-3026|0.0||0.0|||35.8|||21.18|9570.0||8.61||50.0|||1
||510.0|388-6441|0.0|1.0|||104.0||-5647.5||||78.0|14.54|860.0|7.0|2.32||0
9||408.0|402-1251|9.0|0.0|0.0||-2625.0|671.0|||||84.0||400.0|125.0|-54.0||1
WV|111.0||412-9997|9.0||0.0|21430.0|||||17.72|18240.0|98.0|821.0000000000001|-300.0||3.24|1.0|0
9||415.0|346-7302|||-875.0|||655.0|123.4|||-5052.5||227.25|||73.5|-50.0|0
NJ|6400.0|415.0|358-9095||0.0|0.0||12500.0|2022.0|247.6||21.05|5222.5||235.0||4.0|3.75||1
9|82.0||400-9770|9.0|9.0|0.0|3597.5||24.46|-4872.5|105.0|414.25||||11.1|||1.0|0
9||415.0|334-1275||0.0|-0.0||-2500.0|34.58|190.9|5200.0|||-2975.0|8.82|8.9|4.0||0.0|1
AR|80.0|9.0|340-4953|0.0|||3107.5|-2500.0|21.13||||6330.0|3100.0||7.9||2.13||0
|78.0|415.0|400-9510||||6322.5|93.0|42.99|178.4|-2800.0||||11.88|9.5||||0
9||9.0|387-6103|||0.0||||||16.2|127.7|||10.6|||3.0|0
AK|||366-4467|9.0|||278.4|-2650.0|47.33|81.0||||13700.0|7.34|9.8||||0
MT||415.0|370-3450|9.0||-0.0|||27.22||7200.0|18.13||72.0||13.0|||0.0|0
