STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
KS||415.0|382-4657||9.0|25.0|265.1|110.0|-1126.75|197.4|99.0||||11.01|10.0||2.7|1.0|0
OH|107.0|415.0|371-7191|0.0|1.0|26.0||123.0||195.5|5150.0||254.4||1145.0|13.7|75.0|370.0|1.0|0
9||415.0|358-1921|0.0|9.0|0.0|-6085.0|114.0|41.38||110.0||162.6|104.0|7.32|12.2||3.29|-0.0|0
OH|84.0|408.0|375-9999|1.0|0.0|0.0|299.4|1775.0|50.9|61.9|8800.0|5.26|196.9|89.0|8.86|6.6|7.0|1.78|100.0|0
9|75.0|415.0|330-6626|1.0|0.0|-0.0|166.7|113.0|28.34|148.3||12.61||121.0|8.41|10.1|3.0||-75.0|0
AL|118.0|510.0|391-8027|1.0|0.0||223.4|98.0|37.98|220.6||18.75||118.0|9.18|6.3|6.0|1.7||0
MA||510.0|355-9993|0.0|9.0||218.2||37.09||108.0|29.62|212.6|118.0|9.57|7.5|7.0|2.03||0
MO|147.0|415.0|329-9001|1.0|9.0|0.0||||103.1|94.0||211.8|96.0||-177.5|6.0|1.92|0.0|0
|117.0|408.0|335-4719|0.0|0.0|0.0|-4612.5|97.0|3137.0|351.6|80.0||215.8|90.0|9.71||200.0|2.35|1.0|0
9|141.0|9.0|330-8173|1.0|1.0|37.0|25860.000000000004|84.0|43.96|222.0|-2775.0|18.87|326.4|97.0|14.69|11.2|5.0||0.0|0
9|65.0||329-6603|0.0||0.0|129.1|3425.0|21.95||83.0||5220.0|111.0|9.4||6.0|3.43|4.0|1
9|-1850.0|9.0|344-9403|9.0|9.0|0.0|187.7|127.0|31.91|163.4|148.0|13.89|196.0||8.82|227.5|125.0|2.46|0.0|0
|168.0|408.0|363-1107|0.0||0.0|128.8||1095.0|104.9||8.92|141.1|6400.0||11.2|2.0|3.02||0
|||394-8006|9.0|0.0|0.0|-3915.0|88.0||247.6|-1875.0|21.05||115.0|8.65|12.3|500.0|-83.0|3.0|0
IA|62.0|9.0|366-9238|0.0|0.0|0.0|120.7|70.0|20.52|307.2||26.11|203.0|99.0||13.1|6.0|3.54||0
9|-4025.0|415.0|351-7269||0.0|0.0|-8322.5|67.0|||97.0|27.01||128.0|||-225.0|1.46||1
ID|85.0|408.0|350-8884||1.0|27.0|196.4|139.0|33.39|7022.499999999999|90.0||4465.0|75.0|4.02||4.0|3.73|1.0|0
VT|||386-2923|0.0|0.0|0.0|190.7|114.0|32.42||111.0|18.55||121.0|5.83|405.0|3.0|2.19|3.0|0
VA|76.0|510.0|356-2992|0.0|1.0|-825.0|189.7|-1650.0|32.25|212.8|65.0|18.09|165.7|108.0||10.0|5.0|135.0|1.0|0
TX|73.0|415.0|373-2782|0.0|||224.4|2250.0|-953.75|159.5|88.0|13.56|192.8|74.0||1300.0|2.0|||0
FL|147.0||396-5800|0.0||0.0|155.1|117.0|26.37|239.7|93.0|20.37|20880.0||9.4|10.6|4.0|286.0|0.0|0
CO|77.0|408.0|393-7984|0.0|0.0|0.0|62.4|8900.0|10.61|169.9|3025.0|14.44|209.6|64.0||5.7|6.0||5.0|1
|130.0|415.0|358-1958|0.0||0.0|183.0|112.0|31.11|72.9|9900.0|6.2|181.8|78.0|204.5|9.5|||0.0|0
|111.0|9.0|350-2565||0.0|-0.0|110.4|103.0|18.77|6865.000000000001|102.0|11.67|9480.0|105.0|-213.24999999999997|7.7|6.0|2.08|200.0|0
VA|132.0||343-4696|0.0|0.0|0.0|81.1||13.79||72.0|20.84|237.0|115.0||||139.0||0
NE|174.0|415.0|331-3698|0.0|0.0|0.0|3107.5|||-6927.500000000001|5600.0|23.55|250.7||1128.0|15.5|5.0|4.19||0
9|2850.0|408.0|357-3817||1.0|-975.0||115.0|-905.25|9555.0||811.9999999999999|182.7|115.0|8.22|9.5|-75.0|||0
MT|54.0|408.0|418-6412|9.0|0.0|0.0|134.3|73.0|22.83||100.0||-2552.5|68.0|4.59|14.7||3.97|-75.0|0
MO|20.0||353-2630||9.0|0.0|-4750.0||32.3|258.2|84.0|21.95||2550.0|8.17|6.3|6.0|1.7|0.0|0
|49.0|9.0|410-7789|0.0|0.0||119.3||20.28||109.0|-457.0|178.7|90.0|8.04|11.1|25.0|3.0|1.0|0
9|142.0|415.0|416-8428|0.0|0.0|0.0|84.8|95.0|14.42|136.7|||250.5|148.0|11.27|14.2|6.0|3.83|2.0|0
NH|3750.0||370-3359||0.0||226.1||38.44|201.5||-428.25|||11.08||5.0|2.78|1.0|0
|172.0|408.0|383-1121|0.0|0.0|0.0|212.0|121.0|-901.0|31.2|115.0|2.65|14665.0|78.0|13.2|12.6||3.4|75.0|0
AZ|12.0|408.0|360-1596|0.0|||249.6|118.0|42.43||119.0|21.45|280.2|2250.0|-315.25|11.8|3.0|3.19||1
9|57.0|408.0|395-2854||9.0||176.8||30.06|195.0|75.0||213.5|5800.0|9.61|8.3|4.0|2.24|0.0|0
GA|72.0|415.0|362-1407||1.0|37.0|220.0|80.0|37.4||102.0|18.47|152.8|71.0||735.0||-99.25|3.0|0
AK|-900.0|408.0|341-9764|0.0|1.0|30.0|146.3||2487.0|162.5||||109.0|-145.5|14.5|6.0|392.0|0.0|0
MA||9.0|353-3305|0.0|0.0|0.0|6540.000000000001||22.24|223.7|116.0||227.8|-2700.0|10.25|||135.0||0
||9.0|402-1381|1.0|1.0|33.0|10195.0|106.0|34.66|||15.95|101.7||4.58||6.0|2.84|3.0|0
NJ|149.0|408.0|332-9891|9.0|0.0|0.0|140.4||23.87|13590.0|92.0|23.1|188.3||8.47|1110.0|9.0|150.0|1.0|0
GA|98.0|408.0|372-9976|9.0|0.0|0.0||2550.0|21.47|166.8|4250.0|14.18|187.8|6750.0|8.45|-235.0|||300.0|0
MD|135.0|408.0|383-6029|1.0|1.0||-4327.5||1471.5|||-433.24999999999994|122.2|78.0|5.5|14.6||3.94|0.0|1
AR|34.0|9.0|353-7289|0.0||0.0|124.8|82.0|21.22||98.0|23.99|311.5|78.0|14.02|10.0||270.0|-50.0|0
ID|160.0|415.0|390-7274|0.0|0.0|0.0|85.8|3850.0|14.59|165.3|110.0||178.5||||4.0||3.0|0
WI|64.0|510.0|352-1237|0.0||0.0|154.0|6700.0|26.18|225.8|118.0|19.19|265.3|8600.0|11.94|3.5|3.0|0.95|1.0|0
OR|59.0|9.0|353-3061||1.0|28.0|120.9||1027.5|213.0|92.0|18.11|163.1|116.0|7.34|8.5|||100.0|0
MI||415.0|363-5450|0.0||||120.0|35.92|162.6|122.0|13.82|134.7||6.06|330.0|5.0|3.56|3.0|0
|142.0||364-1995|9.0|0.0|0.0|187.0|133.0|31.79|13460.0|74.0|11.44||127.0||7.4|5.0|100.0|2.0|0
ID|119.0|415.0|398-1294|0.0|0.0|0.0|159.1|114.0|27.05|231.3|117.0|19.66|143.2|91.0|6.44|8.8|3.0|2.38||1
WY|-2425.0|415.0|405-7146|0.0|1.0|-600.0|133.2||22.64|217.2|58.0||70.6|79.0|3.18||3.0|2.97|-25.0|0
9|52.0|408.0|413-4957|||0.0||108.0|1630.9999999999998|-6745.0||22.93|236.8|87.0||7.8|5.0|2.11||0
IN|6000.0||420-5645||9.0||220.6|57.0|3750.0||115.0|897.0000000000001|249.0||11.21||3.0|1.84|1.0|0
9|10.0|408.0|349-4396|0.0|0.0|0.0|186.1|112.0|||66.0|16.17|282.8|57.0|12.73|285.0|6.0|77.0|2.0|0
UT|96.0|415.0|404-3211|0.0|0.0|0.0|-4004.9999999999995|117.0|27.23||67.0|1137.0|228.5|1700.0|10.28|9.3||||0
WY|8700.0|9.0|353-3759|9.0|0.0|0.0|151.0|||219.7||18.67||127.0|9.18|9.7||2.62|5.0|1
IN|-2025.0|408.0|363-5947|9.0|0.0||17550.0|-1675.0||249.3||21.19|270.2|98.0|12.16|10.2||2.75|1.0|0
CO|141.0||340-5121|0.0|0.0|0.0|126.9||21.57|180.0||||6400.0|||2.0|2.16|1.0|0
CO|121.0|408.0|370-7574|0.0|1.0|30.0|9920.0|129.0|33.73|3765.0|77.0||181.2|77.0||145.0||1.57|3.0|1
WI|68.0|415.0|403-9733||0.0|0.0||1750.0|25.3|246.5|164.0|20.95|6490.000000000001|103.0||1210.0|3.0|3.27|3.0|0
|125.0|408.0|355-7251||0.0|0.0|229.3||38.98|177.4|126.0||9465.0|-2375.0|8.52|12.0|8.0|3.24|1.0|0
ID|174.0|9.0|359-5893|0.0|0.0|0.0||97.0|32.66|8495.0|94.0|722.0|166.6|-1350.0|7.5|11.4||3.08|1.0|0
CA|116.0|9.0|405-3371|0.0|9.0|34.0||83.0|45.66|4455.0|142.0|15.15|166.3|106.0|7.48|11.6|3.0|313.0|50.0|0
MN|74.0||344-5117|0.0|9.0||193.7|91.0||246.1|96.0|1046.0||92.0|6.21|14.6|3.0|-98.5||0
SD|149.0|408.0|332-8160|0.0|1.0|28.0|180.7|92.0|30.72||64.0||265.5|53.0|11.95|12.6|-75.0|3.4|3.0|0
NC|38.0|408.0|359-4081|0.0|0.0|0.0|131.2|98.0|22.3||97.0|13.85|159.0|106.0|7.15|8.2|6.0|2.21||0
9|40.0|9.0|352-8305|0.0|1.0|41.0|148.1|74.0|25.18|169.5||14.41|-5352.5|102.0||6.2|5.0|1.67|2.0|0
WY|4300.0|9.0|329-9847|9.0|0.0||251.5|-2625.0||212.8|104.0|18.09|157.8|67.0|7.1||4.0||0.0|0
MN|2825.0||365-9011|9.0|0.0|0.0|125.2|2325.0|21.28||119.0|17.54|12930.000000000002|6950.0|5.82|8.3|800.0|2.24|0.0|0
9|126.0||338-9472|9.0|0.0|0.0||70.0|1798.5||4000.0|18.44|153.5|60.0||7.8||2.11|1.0|0
|150.0|9.0|374-8042|0.0|0.0|0.0||101.0||169.1|11000.0|14.37||100.0||13.8|3.0|3.73|4.0|1
NJ|138.0||359-1231|0.0|||241.8|93.0|41.11|170.5|83.0|14.49|295.3|104.0|13.29||7.0||3.0|0
MN|16200.0|510.0|413-7170|0.0|1.0|||97.0|38.23|188.2|2100.0|16.0|254.6|61.0|11.46||200.0|163.5||0
NM|||415-2935|||-0.0|248.6|83.0||3722.5|8500.0|12.66|172.5|109.0|7.76|8.0|4.0|2.16|150.0|0
NV|-2250.0|415.0|399-4246|0.0||0.0|20340.0|146.0|34.58|226.7||19.27|152.4|105.0|6.86|7.3|-100.0|1.97|1.0|0
9||415.0|362-5889|0.0|0.0|0.0|235.8|109.0|40.09|157.2|94.0|13.36|188.2||||||0.0|0
MN|50.0|415.0|350-8921|0.0|0.0|0.0|157.1|90.0|26.71|22330.0|72.0|18.98||111.0|8.16|6.1|2.0|1.65||0
|82.0|415.0|374-5353|0.0|0.0||300.3|109.0|51.05|181.0|100.0|15.39||73.0|303.75||4.0|3.16||1
9|144.0|408.0|360-1171||0.0||61.6|117.0|10.47||85.0|||99.0|779.0|8.2|7.0|2.21|4.0|1
|-1150.0|415.0|355-8887|0.0|0.0|0.0|214.1|72.0|910.0||5200.0|13.97|177.5|113.0|7.99|204.99999999999997|3.0|2.21|2.0|0
|70.0|408.0|333-1967|9.0|0.0|0.0||98.0||||659.5||76.0|10.29|15.0|2.0|4.05||0
