STAN|CZAS_POSIADANIA|KOD_OBSZARU|NR_TEL|PLAN_MIEDZY|POCZTA_G|L_WIAD_POCZTA_G|DZIEN_MIN|DZIEN_L_POL|DZIEN_OPLATA|WIECZOR_MIN|WIECZ_L_POL|WIECZ_OPLATA|NOC_MIN|NOC_L_POL|NOC_OPLATA|MIEDZY_MIN|MIEDZY_L_POL|MIEDZY_OPLATA|L_POL_BIURO|REZYGN
KS|3200.0|415.0|382-4657|0.0|9.0|25.0|26510.000000000004|110.0|45.07|197.4|99.0||244.7|91.0|11.01|10.0|3.0||1.0|0
OH|107.0|9.0|371-7191||1.0|26.0|161.6|123.0|27.47||103.0|16.62|254.4|103.0||-342.5|3.0||1.0|0
NJ|137.0||358-1921|0.0|9.0|0.0|243.4|114.0|41.38|6060.0|110.0|10.3|162.6|104.0|732.0|12.2|5.0|3.29||0
9|4200.0|9.0|375-9999|9.0|0.0|0.0|299.4|71.0||1547.5|88.0|5.26|196.9|2225.0|8.86|6.6|7.0|1.78|2.0|0
OK|75.0|9.0|330-6626||0.0|0.0|166.7||28.34|148.3|||186.9|3025.0|8.41|10.1|3.0|2.73|3.0|0
9|118.0|9.0|391-8027|1.0|9.0|0.0|223.4||3797.9999999999995|220.6|101.0|18.75|||229.5|6.3|6.0|1.7|0.0|0
MA|121.0|510.0|355-9993||1.0|24.0|218.2|8800.0|-927.2500000000001|348.5|10800.0|29.62|212.6|118.0|9.57||7.0||-75.0|0
|147.0|415.0|329-9001|1.0|9.0|0.0|157.0|7900.0|||94.0|8.76|211.8|96.0|9.53||6.0|1.92|0.0|0
LA|||335-4719|0.0||0.0|184.5|97.0||351.6||1494.5|215.8|90.0|9.71|434.99999999999994|4.0|2.35|50.0|0
WV|3525.0|415.0|330-8173|1.0|1.0|37.0||84.0|43.96||111.0|18.87|-8159.999999999999|97.0|||5.0|3.02|0.0|0
|65.0|415.0|329-6603|0.0|9.0|0.0|129.1|137.0|21.95|228.5|83.0|19.42|208.8|111.0|9.4||6.0|||1
RI|74.0||344-9403|9.0|0.0|0.0|||31.91|163.4||||-2350.0||9.1||2.46|0.0|0
IA|168.0|408.0|363-1107|0.0|0.0|0.0|128.8||21.9|104.9|71.0|8.92|141.1|||11.2|2.0|3.02|25.0|0
MT|95.0||394-8006|0.0|0.0|0.0|156.6|88.0|26.62|247.6|75.0|21.05|192.3|115.0|8.65|12.3|5.0|3.32|3.0|0
IA|62.0|9.0|366-9238||0.0|0.0|120.7|70.0|||76.0|26.11|-5075.0|4950.0|-228.5|13.1||3.54|-100.0|0
9|8050.0|9.0|351-7269|0.0|0.0|0.0|332.9|67.0|56.59|317.8|4850.0|27.01|160.6||-180.75|||1.46|100.0|1
ID||408.0|350-8884|0.0|1.0|27.0|||-834.75|7022.499999999999|90.0||89.3|3750.0|4.02|13.8|4.0|3.73|1.0|0
VT|93.0|510.0|386-2923|0.0|9.0|0.0||114.0||21820.0||||121.0|5.83|8.1|3.0|2.19|300.0|0
VA|76.0|510.0|356-2992|0.0|1.0|33.0|-4742.5|66.0||212.8|65.0|18.09||5400.0|7.46|10.0|||1.0|0
TX|73.0|9.0|373-2782|9.0|0.0|0.0|224.4|90.0||159.5|88.0|13.56|9640.0||8.68|13.0||87.75|1.0|0
FL|147.0|415.0|396-5800|0.0|0.0||155.1|117.0||5992.5|93.0|20.37|208.8|133.0|9.4|10.6|4.0||0.0|0
|77.0|9.0|393-7984|0.0|0.0|0.0|62.4|89.0|10.61|169.9|121.0|14.44|5240.0|64.0|9.43|570.0|6.0|38.5|250.0|1
AZ|130.0|415.0|358-1958|0.0||0.0||112.0|31.11|72.9|99.0||181.8|78.0|409.0|9.5|1900.0||0.0|0
9||9.0|350-2565|9.0|0.0|0.0|110.4|103.0|1877.0|137.3|10200.0|11.67|189.6|105.0||7.7||2.08||0
|132.0||343-4696|9.0|0.0|0.0|2027.4999999999998|86.0|13.79|245.2||20.84|5925.0||10.67|10.3|2.0|2.78|0.0|0
NE|174.0|415.0|331-3698|0.0|0.0|0.0|124.3||21.13|277.1|112.0||250.7|-2875.0|11.28||500.0||3.0|0
|57.0|408.0|357-3817||1.0|39.0|213.0|115.0|36.21|191.1||||115.0|8.22||3.0|2.57||0
MT|54.0|9.0|418-6412|0.0|0.0|0.0|134.3|||155.5|100.0||102.1|68.0|4.59|14.7|4.0||3.0|0
MO|20.0|9.0|353-2630|0.0||0.0|190.0|109.0|32.3|258.2|84.0|2195.0|9075.0|102.0||6.3|600.0|1.7|0.0|0
||9.0|410-7789|0.0|0.0||119.3|117.0|20.28|||18.28|178.7|90.0|8.04||1.0|3.0|1.0|0
|142.0||416-8428|0.0|0.0|0.0|84.8|95.0||136.7|63.0|1162.0|250.5|3700.0|11.27||6.0|3.83||0
NH|||370-3359|0.0|9.0||5652.5|10500.0|1922.0|201.5|-2675.0|17.13|246.2|98.0||10.3|250.0|2.78|1.0|0
LA|172.0|408.0|383-1121|0.0|0.0|0.0|212.0|121.0|36.04|31.2||2.65||78.0|13.2||10.0|3.4|3.0|0
AZ|12.0|408.0|360-1596||0.0|0.0|249.6||-1060.75|12620.0||21.45|280.2|90.0|12.61|11.8|3.0|3.19|1.0|1
OK|57.0|408.0|395-2854|||25.0|176.8|94.0||195.0|75.0|16.58|213.5|116.0|9.61|8.3|4.0|2.24|0.0|0
GA||415.0|362-1407|0.0|9.0|3700.0|220.0|80.0|37.4|217.3|102.0|18.47|152.8||6.88||6.0||3.0|0
|36.0||341-9764|0.0|9.0|||128.0|24.87|162.5|80.0|13.81|129.3|109.0|5.82|725.0|300.0|||0
9|78.0|415.0|353-3305||9.0|0.0||64.0|22.24|223.7|-2900.0|19.01|227.8|||10.0|||1.0|0
AK|136.0||402-1381|1.0|1.0|33.0|203.9|5300.0|||99.0|15.95|-2542.5||4.58|10.5|-150.0|71.0|3.0|0
NJ|149.0|408.0|332-9891|0.0||0.0|7020.0||23.87|271.8|92.0|23.1|188.3|5400.0|847.0000000000001|-277.5|9.0||1.0|0
GA||9.0|372-9976|0.0|0.0|0.0|126.3|102.0||166.8|85.0|14.18||3375.0||9.4|2.0|254.0|3.0|0
MD|135.0|408.0|383-6029|1.0|1.0|41.0|173.1|85.0|29.43|203.9|107.0|1732.9999999999998|122.2||||15.0|3.94|-0.0|1
9|34.0|510.0|353-7289|0.0|0.0|0.0|124.8|82.0|21.22|282.2|98.0||311.5|78.0|350.5|10.0|4.0|270.0|2.0|0
|160.0|415.0|390-7274|||0.0|85.8|77.0|364.75|165.3||14.05|-4462.5|||9.2|100.0|2.48|3.0|0
9|64.0||352-1237|0.0|9.0||154.0||26.18|5645.0|||265.3|86.0|11.94|3.5|3.0|95.0|50.0|0
OR|59.0|408.0|353-3061||1.0|28.0|120.9|97.0||213.0|92.0|18.11|16310.0|116.0|7.34|8.5|125.0|2.3|2.0|0
MI|65.0|9.0|363-5450|0.0|9.0||211.3|120.0|35.92||122.0|13.82|134.7|118.0|6.06|13.2|5.0|3.56||0
9|142.0|9.0|364-1995|0.0|0.0|0.0|4675.0||31.79|-3365.0|74.0|11.44|242.2|127.0|10.9||||2.0|0
ID|119.0||398-1294|9.0|0.0|0.0|||27.05|231.3|117.0|19.66||91.0|644.0|880.0000000000001||2.38|5.0|1
|97.0|415.0|405-7146|0.0|1.0|24.0|6659.999999999999||22.64|217.2|58.0|18.46|70.6|79.0||11.0||2.97|1.0|0
9|52.0|408.0|413-4957|9.0|0.0|0.0|19190.0|108.0|32.62|269.8||22.93|5920.0|87.0|-266.5|780.0|5.0|2.11|3.0|0
IN|60.0||420-5645|0.0|0.0|0.0|220.6|2850.0|37.5||115.0|||6450.0|560.5||3.0|92.0|1.0|0
VA|10.0|408.0|349-4396|9.0|0.0|0.0|186.1|112.0|31.64|190.2|66.0|16.17|282.8|57.0|1273.0|285.0|6.0|3.08||0
|4800.0||404-3211||0.0|0.0|160.2||27.23|267.5|6700.0|22.74|228.5|6800.0|10.28|9.3|5.0|2.51|2.0|0
WY|87.0|9.0|353-3759|0.0|9.0||151.0|83.0|25.67||116.0|18.67||-3175.0|-229.5|9.7|3.0|2.62||1
IN|4050.0|408.0|363-5947|0.0||0.0|175.5|67.0||-6232.5|85.0|1059.5|270.2|9800.0||10.2|-75.0|2.75|1.0|0
CO|||340-5121|0.0|0.0|0.0|126.9||21.57|180.0|62.0|1530.0|140.8|6400.0||200.0|2.0|2.16|1.0|0
CO|121.0|408.0|370-7574||1.0|-750.0|198.4|129.0|33.73|75.3|1925.0|6.4|||8.15|5.8|3.0|1.57|150.0|1
|68.0|415.0|403-9733||0.0|0.0|148.8|70.0||246.5||20.95|129.8|2575.0||12.1|3.0|3.27||0
OK|||355-7251|0.0|0.0|0.0|229.3|-2575.0|-974.4999999999999|177.4||15.08|189.3|95.0||300.0|8.0|3.24||0
9|174.0|408.0|359-5893|9.0||0.0|9605.0|97.0|32.66|169.9|94.0|14.44|166.6|54.0|187.5|11.4|200.0|308.0|1.0|0
9|116.0|415.0|405-3371|0.0|9.0|34.0|268.6|83.0||178.2|3550.0|15.15|-4157.5|106.0||11.6|3.0|3.13|2.0|0
MN||510.0|344-5117|0.0|1.0|33.0|193.7|91.0|3293.0|246.1||20.92|138.0|-2300.0||14.6|3.0|3.94||0
SD|149.0|9.0|332-8160|0.0|||-4517.5|92.0|3072.0|187.8|64.0|15.96|265.5|53.0|11.95|12.6|3.0|3.4|3.0|0
|38.0|408.0|359-4081|0.0|0.0||131.2|98.0||162.9|97.0|13.85|-3975.0|10600.0||8.2|6.0||50.0|0
WA|40.0|415.0|352-8305|0.0|1.0|41.0|7405.0|74.0||169.5|88.0|14.41|-5352.5|102.0|9.63|6.2|5.0|1.67||0
WY|||329-9847|1.0|0.0|0.0|251.5|-2625.0|||2600.0|18.09|157.8|-1675.0|7.1|9.3||2.51|0.0|0
|-2825.0|408.0|365-9011|1.0|0.0|0.0|125.2|-2325.0|21.28|206.4|119.0|17.54|129.3|139.0||8.3|-200.0|2.24|0.0|0
UT|126.0|408.0|338-9472||0.0|0.0|211.6|70.0||216.9|||153.5|60.0|||1.0|211.0|1.0|0
TX||510.0|374-8042|0.0|0.0|0.0|178.9|101.0|3041.0|169.1|110.0|14.37|148.6||6.69|13.8|3.0|3.73|4.0|1
|138.0|408.0|359-1231|0.0|0.0||241.8|93.0||170.5|-2075.0|14.49|295.3|104.0|13.29|11.8|7.0|159.5|3.0|0
MN|162.0||413-7170|0.0|1.0|46.0|224.9|97.0|38.23|4705.0||16.0|254.6|1525.0|11.46||2.0|3.27||0
NM|||415-2935|0.0||0.0||2075.0||148.9|85.0|1266.0||109.0|7.76||100.0|2.16|3.0|0
NV|4500.0||399-4246|0.0|0.0|0.0|||3458.0||-2925.0|963.5|152.4|105.0|6.86|7.3||1.97|-25.0|0
|-2125.0||362-5889|0.0|0.0|0.0||109.0|40.09|||13.36|188.2|99.0|8.47|12.0||3.24|0.0|0
MN|2500.0|9.0|350-8921|0.0|0.0|0.0|157.1|90.0||223.3|72.0|18.98|18140.0|5550.0|8.16|6.1|2.0|1.65||0
DC|82.0|415.0|374-5353|0.0|0.0|-0.0|300.3|109.0|-1276.25|181.0|100.0||270.1|73.0|12.15|11.7|4.0|3.16||1
NY|||360-1171|||0.0|1540.0|117.0|1047.0|77.1|85.0|6.55||99.0||819.9999999999999|7.0|2.21||1
MN|46.0|415.0|355-8887|9.0||0.0|214.1|72.0|36.4||104.0|||113.0|399.5|8.2|3.0|||0
|70.0|9.0|333-1967|9.0|0.0|-0.0|170.2|98.0||15519.999999999998|102.0|13.19||76.0|10.29||2.0|4.05|1.0|0
||415.0|354-4577|0.0|9.0|-0.0|201.1||34.19|30350.0|74.0|25.8||119.0|10.08|13.2|200.0|3.56|1.0|0
OR|116.0|9.0|331-7425|1.0|0.0|||104.0||204.8|3950.0|17.41|278.5|109.0||12.6|5.0|||0
|55.0|408.0|419-2637|0.0|1.0|25.0||123.0|28.15|136.1|9500.0|11.57|175.7|90.0|7.91||||150.0|0
|70.0|9.0|411-1530|||24.0|249.5|101.0|42.42|259.7|98.0|22.07||3400.0|10.02||4.0|2.65|50.0|0
TX||510.0|395-3026||0.0|0.0|210.6|96.0|||2125.0|21.18||88.0|-215.25|12.4|1.0|3.35|2.0|1
VT|128.0|510.0|388-6441|0.0|1.0|29.0|179.3||30.48||86.0|19.2|323.0|78.0|14.54|8.6|7.0|2.32|0.0|0
9|94.0|408.0|402-1251|0.0|0.0||157.9|105.0||-3875.0|-2525.0|13.18|9480.0|84.0|8.53|8.0|-125.0|2.16|100.0|1
WV|111.0||412-9997|0.0|9.0|0.0||118.0|36.43||76.0|17.72|182.4|||12.0|2.0||1.0|0
KY|-1850.0||346-7302|0.0|||7705.0|104.0|655.0|123.4|84.0|10.49|202.1|57.0|454.5|10.9|9.0|2.94||0
NJ|128.0||358-9095|0.0|0.0|||125.0|2022.0|12380.0|93.0|21.05|208.9||-235.0|1390.0|4.0|3.75|1.0|1
9|82.0|9.0|400-9770|||0.0|143.9|1525.0|24.46|194.9|105.0|||94.0|123.25|11.1||3.0|100.0|0
LA|155.0|415.0|334-1275|9.0|0.0|0.0|203.4|100.0||190.9||16.23|||8.82|8.9|4.0|-60.0|0.0|1
AR|80.0|415.0|340-4953|0.0|0.0|0.0||||173.0|107.0||253.2|1550.0|11.39|||213.0|1.0|0
ME|7800.0|415.0|400-9510|0.0|0.0|0.0|252.9|93.0|42.99|178.4|112.0|15.16|263.9|105.0|11.88|-237.5|7.0||3.0|0
AZ|90.0|9.0|387-6103|||0.0|179.1|71.0|30.45||81.0|16.2|12770.0|91.0|5.75|-265.0||2.86|300.0|0
AK|104.0|408.0|366-4467||0.0|0.0|278.4|2650.0|47.33|2025.0|113.0|6.89|163.2|137.0|||500.0|2.65|-25.0|0
MT||415.0|370-3450|9.0|0.0|0.0|160.1|110.0|680.5|213.3|72.0|18.13|174.1|3600.0||13.0|4.0|3.51||0
9|99.0|415.0|327-3954|9.0|0.0|0.0|||3369.0|207.3|76.0||190.9||||3.0||-100.0|0
MS|120.0|408.0|355-6291|0.0|0.0|0.0|||-901.5|209.4|104.0|890.0|||||5.0|1.43|1.0|1
9|3850.0|415.0|362-9748||0.0|0.0|251.8|3600.0|42.81||126.0|17.48|275.2|109.0|12.38||7.0|265.0|2.0|1
IA|98.0|510.0|379-6506|9.0|9.0||8059.999999999999|114.0||252.2|83.0|21.44|160.2|92.0|7.21|4.4|8.0|1.19|4.0|0
MA|108.0|415.0|347-7741|0.0|0.0|0.0|178.3|137.0|30.31|189.0|76.0|16.07|129.1|102.0|5.81|14.6|5.0|3.94|0.0|0
VT|135.0|415.0|354-3783|9.0||0.0|||25.79|-2975.0|105.0||4500.0|100.0||-262.5|6.0|2.84|0.0|0
KY|||401-7594|9.0|0.0|0.0|135.0|99.0|22.95||-2650.0|15.61|||11.04|-312.5||3.38|1.0|0
|122.0|408.0|397-4976||0.0|0.0|||28.99|8685.0|109.0|14.76|6215.0|||||3.05|1.0|0
AZ|95.0||334-2577||0.0|0.0|||4047.9999999999995|18720.0|98.0|-397.75||115.0||11.8||3.19|4.0|0
9||510.0|400-3637|0.0|1.0|1450.0|281.4|102.0||202.2|76.0|1719.0000000000002|187.2||8.42||6.0||2.0|0
